Zeit;pv
26.05. 04:00;7,7239
26.05. 05:00;46,291
26.05. 06:00;87,911
26.05. 07:00;149,69
26.05. 08:00;202,63
26.05. 09:00;240,32
26.05. 10:00;258,72
26.05. 11:00;186,99
26.05. 12:00;52,185
26.05. 13:00;24,165
26.05. 14:00;22,849
26.05. 15:00;25,304
26.05. 16:00;64,567
26.05. 17:00;49,861
26.05. 18:00;7,6081
26.05. 19:00;4,917
26.05. 20:00;0
26.05. 21:00;0
26.05. 22:00;0
26.05. 23:00;0
27.05. 00:00;0
27.05. 01:00;0
27.05. 02:00;0
27.05. 03:00;0
27.05. 04:00;5,0461
27.05. 05:00;24,559
27.05. 06:00;70,678
27.05. 07:00;126,36
27.05. 08:00;181,76
27.05. 09:00;187,37
27.05. 10:00;176,89
27.05. 11:00;213,67
27.05. 12:00;239,58
27.05. 13:00;119,48
27.05. 14:00;109,3
27.05. 15:00;133,59
27.05. 16:00;139,86
27.05. 17:00;82,069
27.05. 18:00;34,095
27.05. 19:00;9,0575
27.05. 20:00;0
27.05. 21:00;0
27.05. 22:00;0
27.05. 23:00;0
28.05. 00:00;0
28.05. 01:00;0
28.05. 02:00;0
28.05. 03:00;0
28.05. 04:00;0,6564
28.05. 05:00;4,0203
28.05. 06:00;16,595
28.05. 07:00;30,348
28.05. 08:00;43,421
28.05. 09:00;53,815
28.05. 10:00;95,566
28.05. 11:00;191
28.05. 12:00;166,33
28.05. 13:00;172,33
28.05. 14:00;198,96
28.05. 15:00;171,03
28.05. 16:00;134,42
28.05. 17:00;92,297
28.05. 18:00;51,151
28.05. 19:00;11,945
28.05. 20:00;0
28.05. 21:00;0
28.05. 22:00;0
28.05. 23:00;0
29.05. 00:00;0
29.05. 01:00;0
29.05. 02:00;0
29.05. 03:00;0
29.05. 04:00;6,8256
29.05. 05:00;19,644
29.05. 06:00;27,923
29.05. 07:00;94,635
29.05. 08:00;166,19
29.05. 09:00;199,08
29.05. 10:00;222,32
29.05. 11:00;227,72
29.05. 12:00;262,77
29.05. 13:00;270,05
29.05. 14:00;247,44
29.05. 15:00;217,3
29.05. 16:00;170,27
29.05. 17:00;114,59
29.05. 18:00;59,549
29.05. 19:00;15,572
29.05. 20:00;0
29.05. 21:00;0
29.05. 22:00;0
29.05. 23:00;0
30.05. 00:00;0
30.05. 01:00;0
30.05. 02:00;0
30.05. 03:00;0
30.05. 04:00;0,66157
30.05. 05:00;4,7111
30.05. 06:00;28,87
30.05. 07:00;63,785
30.05. 08:00;87,317
30.05. 09:00;80,719
30.05. 10:00;95,02
30.05. 11:00;96,86
30.05. 12:00;59,943
30.05. 13:00;111,9
30.05. 14:00;81,875
30.05. 15:00;85,285
30.05. 16:00;32,908
30.05. 17:00;31,743
30.05. 18:00;7,3581
30.05. 19:00;4,6867
30.05. 20:00;0
30.05. 21:00;0
30.05. 22:00;0
30.05. 23:00;0
31.05. 00:00;0
31.05. 01:00;0
31.05. 02:00;0
31.05. 03:00;0
31.05. 04:00;10,572
31.05. 05:00;38,562
31.05. 06:00;59,05
31.05. 07:00;82,849
31.05. 08:00;143,1
31.05. 09:00;173,61
31.05. 10:00;181,8
31.05. 11:00;222,78
31.05. 12:00;202,8
31.05. 13:00;251,92
31.05. 14:00;150,32
31.05. 15:00;19,181
31.05. 16:00;40,348
31.05. 17:00;51,012
31.05. 18:00;6,2682
31.05. 19:00;1,7654
31.05. 20:00;0
31.05. 21:00;0
31.05. 22:00;0
31.05. 23:00;0
01.06. 00:00;0
01.06. 01:00;0
01.06. 02:00;0
01.06. 03:00;0
01.06. 04:00;4,6176
01.06. 05:00;28,333
01.06. 06:00;77,408
01.06. 07:00;80,752
01.06. 08:00;123,14
01.06. 09:00;123,17
01.06. 10:00;64,402
01.06. 11:00;80,79
01.06. 12:00;90,255
01.06. 13:00;188,77
01.06. 14:00;95,303
01.06. 15:00;35,367
01.06. 16:00;52,496
01.06. 17:00;50,46
01.06. 18:00;28,424
01.06. 19:00;4,9953
01.06. 20:00;0
01.06. 21:00;0
01.06. 22:00;0
01.06. 23:00;0
02.06. 00:00;0
02.06. 01:00;0
02.06. 02:00;0
02.06. 03:00;0
02.06. 04:00;0,65403
02.06. 05:00;21,14
02.06. 06:00;38,32
02.06. 07:00;113,3
02.06. 08:00;174,64
02.06. 09:00;191,6
02.06. 10:00;224
02.06. 11:00;229,45
02.06. 12:00;241,37
02.06. 13:00;220,98
02.06. 14:00;179,84
02.06. 15:00;111,7
02.06. 16:00;45,471
02.06. 17:00;18,891
02.06. 18:00;16,817
02.06. 19:00;5,9256
02.06. 20:00;0
02.06. 21:00;0
02.06. 22:00;0
02.06. 23:00;0
03.06. 00:00;0
03.06. 01:00;0
03.06. 02:00;0
03.06. 03:00;0
03.06. 04:00;0,64787
03.06. 05:00;3,6552
03.06. 06:00;8,7422
03.06. 07:00;33,295
03.06. 08:00;48,687
03.06. 09:00;57,88
03.06. 10:00;256,66
03.06. 11:00;240,59
03.06. 12:00;237,65
03.06. 13:00;75,538
03.06. 14:00;106,88
03.06. 15:00;212,16
03.06. 16:00;162,52
03.06. 17:00;114,86
03.06. 18:00;58,089
03.06. 19:00;16,752
03.06. 20:00;0
03.06. 21:00;0
03.06. 22:00;0
03.06. 23:00;0
04.06. 00:00;0
04.06. 01:00;0
04.06. 02:00;0
04.06. 03:00;0
04.06. 04:00;7,6965
04.06. 05:00;40,913
04.06. 06:00;103,61
04.06. 07:00;171,92
04.06. 08:00;223,8
04.06. 09:00;265,61
04.06. 10:00;267,47
04.06. 11:00;256,13
04.06. 12:00;234,67
04.06. 13:00;223,18
04.06. 14:00;179,75
04.06. 15:00;150,73
04.06. 16:00;125,54
04.06. 17:00;81,838
04.06. 18:00;35,559
04.06. 19:00;7,6441
04.06. 20:00;0
04.06. 21:00;0
04.06. 22:00;0
04.06. 23:00;0
05.06. 00:00;0
05.06. 01:00;0
05.06. 02:00;0
05.06. 03:00;0
05.06. 04:00;2,0786
05.06. 05:00;30,09
05.06. 06:00;89,972
05.06. 07:00;156,04
05.06. 08:00;207,12
05.06. 09:00;245,78
05.06. 10:00;272,34
05.06. 11:00;285,64
05.06. 12:00;287,19
05.06. 13:00;268,13
05.06. 14:00;220,54
05.06. 15:00;203,86
05.06. 16:00;158,76
05.06. 17:00;106,83
05.06. 18:00;50,505
05.06. 19:00;13,023
05.06. 20:00;0,63766
05.06. 21:00;0
05.06. 22:00;0
05.06. 23:00;0
06.06. 00:00;0
06.06. 01:00;0
06.06. 02:00;0
06.06. 03:00;0
06.06. 04:00;7,2419
06.06. 05:00;38,609
06.06. 06:00;91,549
06.06. 07:00;150,37
06.06. 08:00;198,87
06.06. 09:00;235,31
06.06. 10:00;261,17
06.06. 11:00;273,67
06.06. 12:00;268,96
06.06. 13:00;264,33
06.06. 14:00;238,82
06.06. 15:00;188,96
06.06. 16:00;114,76
06.06. 17:00;24,342
06.06. 18:00;19,473
06.06. 19:00;18,831
06.06. 20:00;0,63237
06.06. 21:00;0
06.06. 22:00;0
06.06. 23:00;0
07.06. 00:00;0
07.06. 01:00;0
07.06. 02:00;0
07.06. 03:00;0
07.06. 04:00;4,574
07.06. 05:00;24,252
07.06. 06:00;74,59
07.06. 07:00;135,77
07.06. 08:00;199,68
07.06. 09:00;236,18
07.06. 10:00;252,5
07.06. 11:00;271,07
07.06. 12:00;106,55
07.06. 13:00;70,154
07.06. 14:00;204,54
07.06. 15:00;162,7
07.06. 16:00;31,573
07.06. 17:00;9,4415
07.06. 18:00;5,1488
07.06. 19:00;1,4388
07.06. 20:00;0
07.06. 21:00;0
07.06. 22:00;0
07.06. 23:00;0
08.06. 00:00;0
08.06. 01:00;0
08.06. 02:00;0
08.06. 03:00;0
08.06. 04:00;0,65726
08.06. 05:00;28,791
08.06. 06:00;35,164
08.06. 07:00;67,143
08.06. 08:00;122,34
08.06. 09:00;139,64
08.06. 10:00;141,43
08.06. 11:00;153,16
08.06. 12:00;153,19
08.06. 13:00;177,37
08.06. 14:00;152,93
08.06. 15:00;67,936
08.06. 16:00;76,376
08.06. 17:00;107,26
08.06. 18:00;43,346
08.06. 19:00;12,853
08.06. 20:00;0
08.06. 21:00;0
08.06. 22:00;0
08.06. 23:00;0
09.06. 00:00;0
09.06. 01:00;0
09.06. 02:00;0
09.06. 03:00;0
09.06. 04:00;13,957
09.06. 05:00;52,989
09.06. 06:00;110,24
09.06. 07:00;164,86
09.06. 08:00;213,02
09.06. 09:00;247,1
09.06. 10:00;263,45
09.06. 11:00;245,89
09.06. 12:00;200,31
09.06. 13:00;204,76
09.06. 14:00;226,33
09.06. 15:00;209,17
09.06. 16:00;165,2
09.06. 17:00;114,86
09.06. 18:00;59,91
09.06. 19:00;12,258
09.06. 20:00;1,4295
09.06. 21:00;0
09.06. 22:00;0
09.06. 23:00;0
10.06. 00:00;0
10.06. 01:00;0
10.06. 02:00;0
10.06. 03:00;0
10.06. 04:00;0,651
10.06. 05:00;5,918
10.06. 06:00;25,354
10.06. 07:00;55,544
10.06. 08:00;50,488
10.06. 09:00;97,981
10.06. 10:00;120,69
10.06. 11:00;113,39
10.06. 12:00;93,69
10.06. 13:00;56,099
10.06. 14:00;25,97
10.06. 15:00;24,776
10.06. 16:00;19,169
10.06. 17:00;13,586
10.06. 18:00;7,3397
10.06. 19:00;1,7731
10.06. 20:00;0
10.06. 21:00;0
10.06. 22:00;0
10.06. 23:00;0
11.06. 00:00;0
11.06. 01:00;0
11.06. 02:00;0
11.06. 03:00;0
11.06. 04:00;1,2004
11.06. 05:00;4,3297
11.06. 06:00;13,3
11.06. 07:00;60,432
11.06. 08:00;86,877
11.06. 09:00;91,652
11.06. 10:00;72,208
11.06. 11:00;87,254
11.06. 12:00;171,65
11.06. 13:00;245,59
11.06. 14:00;204,11
11.06. 15:00;167,67
11.06. 16:00;120,93
11.06. 17:00;57,051
11.06. 18:00;19,375
11.06. 19:00;3,6241
11.06. 20:00;0
11.06. 21:00;0
11.06. 22:00;0
11.06. 23:00;0
12.06. 00:00;0
12.06. 01:00;0
12.06. 02:00;0
12.06. 03:00;0
12.06. 04:00;0,65891
12.06. 05:00;3,6587
12.06. 06:00;13,267
12.06. 07:00;31,395
12.06. 08:00;54,527
12.06. 09:00;73,577
12.06. 10:00;70,013
12.06. 11:00;113,47
12.06. 12:00;147,81
12.06. 13:00;111,94
12.06. 14:00;124,4
12.06. 15:00;79,276
12.06. 16:00;25,612
12.06. 17:00;13,587
12.06. 18:00;8,3771
12.06. 19:00;0,91404
12.06. 20:00;0
12.06. 21:00;0
12.06. 22:00;0
12.06. 23:00;0
13.06. 00:00;0
13.06. 01:00;0
13.06. 02:00;0
13.06. 03:00;0
13.06. 04:00;0,67027
13.06. 05:00;5,0721
13.06. 06:00;31,935
13.06. 07:00;54,071
13.06. 08:00;100,31
13.06. 09:00;132,22
13.06. 10:00;172,18
13.06. 11:00;157,81
13.06. 12:00;122,06
13.06. 13:00;170,66
13.06. 14:00;163,6
13.06. 15:00;151,07
13.06. 16:00;117,01
13.06. 17:00;84,724
13.06. 18:00;63,044
13.06. 19:00;21,336
13.06. 20:00;0,91401
13.06. 21:00;0
13.06. 22:00;0
13.06. 23:00;0
14.06. 00:00;0
14.06. 01:00;0
14.06. 02:00;0
14.06. 03:00;0
14.06. 04:00;0,66818
14.06. 05:00;10,943
14.06. 06:00;52,721
14.06. 07:00;133,64
14.06. 08:00;197,59
14.06. 09:00;211,2
14.06. 10:00;161,27
14.06. 11:00;125,23
14.06. 12:00;113,09
14.06. 13:00;124,58
14.06. 14:00;125,74
14.06. 15:00;124,27
14.06. 16:00;103,53
14.06. 17:00;59,509
14.06. 18:00;25,489
14.06. 19:00;12,752
14.06. 20:00;0,9049
14.06. 21:00;0
14.06. 22:00;0
14.06. 23:00;0
15.06. 00:00;0
15.06. 01:00;0
15.06. 02:00;0
15.06. 03:00;0
15.06. 04:00;19,581
15.06. 05:00;56,687
15.06. 06:00;105,23
15.06. 07:00;139,32
15.06. 08:00;181,11
15.06. 09:00;226,76
15.06. 10:00;261,72
15.06. 11:00;270,47
15.06. 12:00;256,13
15.06. 13:00;222,3
15.06. 14:00;187,67
15.06. 15:00;147,58
15.06. 16:00;103,15
15.06. 17:00;76,983
15.06. 18:00;29,809
15.06. 19:00;3,6189
15.06. 20:00;0
15.06. 21:00;0
15.06. 22:00;0
15.06. 23:00;0
16.06. 00:00;0
16.06. 01:00;0
16.06. 02:00;0
16.06. 03:00;0
16.06. 04:00;3,6863
16.06. 05:00;12,952
16.06. 06:00;20,746
16.06. 07:00;60,186
16.06. 08:00;74,63
16.06. 09:00;82,95
16.06. 10:00;144,03
16.06. 11:00;190,74
16.06. 12:00;146,04
16.06. 13:00;136,9
16.06. 14:00;57,798
16.06. 15:00;48,637
16.06. 16:00;27,127
16.06. 17:00;48,418
16.06. 18:00;26,725
16.06. 19:00;10,194
16.06. 20:00;0,65059
16.06. 21:00;0
16.06. 22:00;0
16.06. 23:00;0
17.06. 00:00;0
17.06. 01:00;0
17.06. 02:00;0
17.06. 03:00;0
17.06. 04:00;5,0518
17.06. 05:00;34,896
17.06. 06:00;98,101
17.06. 07:00;154,67
17.06. 08:00;185,9
17.06. 09:00;241,03
17.06. 10:00;280,09
17.06. 11:00;281,28
17.06. 12:00;281,17
17.06. 13:00;278,72
17.06. 14:00;251,97
17.06. 15:00;165,51
17.06. 16:00;101,32
17.06. 17:00;68,615
17.06. 18:00;40,762
17.06. 19:00;20,018
17.06. 20:00;0
17.06. 21:00;0
17.06. 22:00;0
17.06. 23:00;0
18.06. 00:00;0
18.06. 01:00;0
18.06. 02:00;0
18.06. 03:00;0
18.06. 04:00;4,4145
18.06. 05:00;15,241
18.06. 06:00;69,265
18.06. 07:00;146,46
18.06. 08:00;180,27
18.06. 09:00;176,4
18.06. 10:00;204,84
18.06. 11:00;209,94
18.06. 12:00;155,26
18.06. 13:00;165,26
18.06. 14:00;177,6
18.06. 15:00;160,02
18.06. 16:00;113,34
18.06. 17:00;86,41
18.06. 18:00;48,178
18.06. 19:00;5,631
18.06. 20:00;0
18.06. 21:00;0
18.06. 22:00;0
18.06. 23:00;0
19.06. 00:00;0
19.06. 01:00;0
19.06. 02:00;0
19.06. 03:00;0
19.06. 04:00;0,66479
19.06. 05:00;16,558
19.06. 06:00;66,007
19.06. 07:00;92,405
19.06. 08:00;154,09
19.06. 09:00;185,36
19.06. 10:00;152,18
19.06. 11:00;133,43
19.06. 12:00;201,6
19.06. 13:00;170,19
19.06. 14:00;155,87
19.06. 15:00;184,8
19.06. 16:00;93,828
19.06. 17:00;48,995
19.06. 18:00;22,907
19.06. 19:00;12,247
19.06. 20:00;0
19.06. 21:00;0
19.06. 22:00;0
19.06. 23:00;0
20.06. 00:00;0
20.06. 01:00;0
20.06. 02:00;0
20.06. 03:00;0
20.06. 04:00;1,1943
20.06. 05:00;25,633
20.06. 06:00;42,381
20.06. 07:00;48,399
20.06. 08:00;63,207
20.06. 09:00;67,324
20.06. 10:00;126,56
20.06. 11:00;185,15
20.06. 12:00;225,27
20.06. 13:00;202,85
20.06. 14:00;206,06
20.06. 15:00;198,8
20.06. 16:00;162,79
20.06. 17:00;112,67
20.06. 18:00;63,964
20.06. 19:00;22,051
20.06. 20:00;0,89555
20.06. 21:00;0
20.06. 22:00;0
20.06. 23:00;0
21.06. 00:00;0
21.06. 01:00;0
21.06. 02:00;0
21.06. 03:00;0
21.06. 04:00;4,3308
21.06. 05:00;10,762
21.06. 06:00;30,796
21.06. 07:00;75,364
21.06. 08:00;180,51
21.06. 09:00;204,03
21.06. 10:00;271,44
21.06. 11:00;292,56
21.06. 12:00;295,73
21.06. 13:00;282,05
21.06. 14:00;256,53
21.06. 15:00;219,23
21.06. 16:00;171,44
21.06. 17:00;120,12
21.06. 18:00;58,045
21.06. 19:00;13,731
21.06. 20:00;1,4197
21.06. 21:00;0
21.06. 22:00;0
21.06. 23:00;0
22.06. 00:00;0
22.06. 01:00;0
22.06. 02:00;0
22.06. 03:00;0
22.06. 04:00;0,65129
22.06. 05:00;3,9535
22.06. 06:00;41,522
22.06. 07:00;139,75
22.06. 08:00;191,85
22.06. 09:00;202,76
22.06. 10:00;212,45
22.06. 11:00;248,38
22.06. 12:00;226,13
22.06. 13:00;164,52
22.06. 14:00;75,373
22.06. 15:00;129,36
22.06. 16:00;154,7
22.06. 17:00;62,419
22.06. 18:00;13,4
22.06. 19:00;6,2647
22.06. 20:00;0,64422
22.06. 21:00;0
22.06. 22:00;0
22.06. 23:00;0
23.06. 00:00;0
23.06. 01:00;0
23.06. 02:00;0
23.06. 03:00;0
23.06. 04:00;13,177
23.06. 05:00;21,899
23.06. 06:00;74,138
23.06. 07:00;135,81
23.06. 08:00;182,44
23.06. 09:00;196,9
23.06. 10:00;188,53
23.06. 11:00;136,22
23.06. 12:00;82,669
23.06. 13:00;37,187
23.06. 14:00;32,318
23.06. 15:00;34,17
23.06. 16:00;31,352
23.06. 17:00;21,429
23.06. 18:00;11,545
23.06. 19:00;2,3945
23.06. 20:00;0
23.06. 21:00;0
23.06. 22:00;0
23.06. 23:00;0
24.06. 00:00;0
24.06. 01:00;0
24.06. 02:00;0
24.06. 03:00;0
24.06. 04:00;3,3734
24.06. 05:00;7,0552
24.06. 06:00;36,99
24.06. 07:00;40,189
24.06. 08:00;76,735
24.06. 09:00;62,293
24.06. 10:00;62,957
24.06. 11:00;55,783
24.06. 12:00;51,387
24.06. 13:00;43,845
24.06. 14:00;45,318
24.06. 15:00;42,468
24.06. 16:00;32,811
24.06. 17:00;36,027
24.06. 18:00;20,301
24.06. 19:00;8,0373
24.06. 20:00;0,90662
24.06. 21:00;0
24.06. 22:00;0
24.06. 23:00;0
25.06. 00:00;0
25.06. 01:00;0
25.06. 02:00;0
25.06. 03:00;0
25.06. 04:00;1,4935
25.06. 05:00;18,996
25.06. 06:00;71,708
25.06. 07:00;125,64
25.06. 08:00;175,97
25.06. 09:00;208,41
25.06. 10:00;249,6
25.06. 11:00;273,57
25.06. 12:00;256,43
25.06. 13:00;251,27
25.06. 14:00;243,81
25.06. 15:00;214,47
25.06. 16:00;169,1
25.06. 17:00;119,97
25.06. 18:00;68,01
25.06. 19:00;24,818
25.06. 20:00;0,63701
25.06. 21:00;0
25.06. 22:00;0
25.06. 23:00;0
26.06. 00:00;0
26.06. 01:00;0
26.06. 02:00;0
26.06. 03:00;0
26.06. 04:00;0,65535
26.06. 05:00;14,6
26.06. 06:00;23,054
26.06. 07:00;66,349
26.06. 08:00;137,24
26.06. 09:00;182,97
26.06. 10:00;244,37
26.06. 11:00;266,76
26.06. 12:00;261,42
26.06. 13:00;228,97
26.06. 14:00;186,23
26.06. 15:00;142,44
26.06. 16:00;105,29
26.06. 17:00;97,595
26.06. 18:00;55,327
26.06. 19:00;12,818
26.06. 20:00;0
26.06. 21:00;0
26.06. 22:00;0
26.06. 23:00;0
27.06. 00:00;0
27.06. 01:00;0
27.06. 02:00;0
27.06. 03:00;0
27.06. 04:00;0,65471
27.06. 05:00;3,9581
27.06. 06:00;15,965
27.06. 07:00;46,393
27.06. 08:00;92,267
27.06. 09:00;152,6
27.06. 10:00;160,76
27.06. 11:00;137,1
27.06. 12:00;91,998
27.06. 13:00;149,2
27.06. 14:00;241,62
27.06. 15:00;185,78
27.06. 16:00;169,35
27.06. 17:00;94,601
27.06. 18:00;42,733
27.06. 19:00;9,2235
27.06. 20:00;0
27.06. 21:00;0
27.06. 22:00;0
27.06. 23:00;0
28.06. 00:00;0
28.06. 01:00;0
28.06. 02:00;0
28.06. 03:00;0
28.06. 04:00;12,037
28.06. 05:00;49,464
28.06. 06:00;50,328
28.06. 07:00;42,139
28.06. 08:00;129,02
28.06. 09:00;168,79
28.06. 10:00;198,81
28.06. 11:00;243,42
28.06. 12:00;257,41
28.06. 13:00;223,57
28.06. 14:00;193,22
28.06. 15:00;179,12
28.06. 16:00;125,77
28.06. 17:00;116,96
28.06. 18:00;71,962
28.06. 19:00;24,621
28.06. 20:00;1,7533
28.06. 21:00;0
28.06. 22:00;0
28.06. 23:00;0
29.06. 00:00;0
29.06. 01:00;0
29.06. 02:00;0
29.06. 03:00;0
29.06. 04:00;6,348
29.06. 05:00;16,833
29.06. 06:00;65,29
29.06. 07:00;152,63
29.06. 08:00;188
29.06. 09:00;187
29.06. 10:00;111,84
29.06. 11:00;151,66
29.06. 12:00;136,73
29.06. 13:00;136,67
29.06. 14:00;158,88
29.06. 15:00;199,54
29.06. 16:00;134,79
29.06. 17:00;70,673
29.06. 18:00;26,284
29.06. 19:00;4,9112
29.06. 20:00;0
29.06. 21:00;0
29.06. 22:00;0
29.06. 23:00;0
30.06. 00:00;0
30.06. 01:00;0
30.06. 02:00;0
30.06. 03:00;0
30.06. 04:00;0
30.06. 05:00;5,6667
30.06. 06:00;24,329
30.06. 07:00;28,191
30.06. 08:00;42,458
30.06. 09:00;133,42
30.06. 10:00;152,04
30.06. 11:00;79,048
30.06. 12:00;63,581
30.06. 13:00;74,997
30.06. 14:00;39,286
30.06. 15:00;37,175
30.06. 16:00;34,279
30.06. 17:00;25,665
30.06. 18:00;14,293
30.06. 19:00;3,0101
30.06. 20:00;0
30.06. 21:00;0
30.06. 22:00;0
30.06. 23:00;0
01.07. 00:00;0
01.07. 01:00;0
01.07. 02:00;0
01.07. 03:00;0
01.07. 04:00;6,2543
01.07. 05:00;44,657
01.07. 06:00;93,204
01.07. 07:00;132,31
01.07. 08:00;162,37
01.07. 09:00;124,29
01.07. 10:00;82,566
01.07. 11:00;65,632
01.07. 12:00;117,8
01.07. 13:00;152,02
01.07. 14:00;156,56
01.07. 15:00;118,75
01.07. 16:00;56,475
01.07. 17:00;78,022
01.07. 18:00;44,447
01.07. 19:00;17,326
01.07. 20:00;1,1854
01.07. 21:00;0
01.07. 22:00;0
01.07. 23:00;0
02.07. 00:00;0
02.07. 01:00;0
02.07. 02:00;0
02.07. 03:00;0
02.07. 04:00;0,65693
02.07. 05:00;42,706
02.07. 06:00;103,33
02.07. 07:00;158,97
02.07. 08:00;187,65
02.07. 09:00;188,2
02.07. 10:00;201,29
02.07. 11:00;190,01
02.07. 12:00;140,18
02.07. 13:00;259,73
02.07. 14:00;230,34
02.07. 15:00;148,38
02.07. 16:00;130,56
02.07. 17:00;110,96
02.07. 18:00;48,661
02.07. 19:00;17,376
02.07. 20:00;0,64992
02.07. 21:00;0
02.07. 22:00;0
02.07. 23:00;0
03.07. 00:00;0
03.07. 01:00;0
03.07. 02:00;0
03.07. 03:00;0
03.07. 04:00;6,397
03.07. 05:00;39,507
03.07. 06:00;95,448
03.07. 07:00;135,49
03.07. 08:00;151,88
03.07. 09:00;113,84
03.07. 10:00;149,16
03.07. 11:00;211
03.07. 12:00;147,84
03.07. 13:00;185,08
03.07. 14:00;128,39
03.07. 15:00;111,4
03.07. 16:00;27,583
03.07. 17:00;90,307
03.07. 18:00;62,376
03.07. 19:00;23,849
03.07. 20:00;0,65214
03.07. 21:00;0
03.07. 22:00;0
03.07. 23:00;0
04.07. 00:00;0
04.07. 01:00;0
04.07. 02:00;0
04.07. 03:00;0
04.07. 04:00;7,4523
04.07. 05:00;26,221
04.07. 06:00;93,957
04.07. 07:00;150,8
04.07. 08:00;177,76
04.07. 09:00;191,62
04.07. 10:00;221,44
04.07. 11:00;168,01
04.07. 12:00;103,81
04.07. 13:00;100,16
04.07. 14:00;164,33
04.07. 15:00;144,25
04.07. 16:00;97,858
04.07. 17:00;41,467
04.07. 18:00;22,156
04.07. 19:00;3,2996
04.07. 20:00;0
04.07. 21:00;0
04.07. 22:00;0
04.07. 23:00;0
05.07. 00:00;0
05.07. 01:00;0
05.07. 02:00;0
05.07. 03:00;0
05.07. 04:00;0,9117
05.07. 05:00;43,889
05.07. 06:00;104,97
05.07. 07:00;145,39
05.07. 08:00;188,29
05.07. 09:00;176,72
05.07. 10:00;112,32
05.07. 11:00;83,506
05.07. 12:00;92,526
05.07. 13:00;80,313
05.07. 14:00;50,053
05.07. 15:00;132,83
05.07. 16:00;162,4
05.07. 17:00;108,8
05.07. 18:00;49,818
05.07. 19:00;25,786
05.07. 20:00;1,1787
05.07. 21:00;0
05.07. 22:00;0
05.07. 23:00;0
06.07. 00:00;0
06.07. 01:00;0
06.07. 02:00;0
06.07. 03:00;0
06.07. 04:00;9,1939
06.07. 05:00;44,977
06.07. 06:00;98,434
06.07. 07:00;162,22
06.07. 08:00;207,1
06.07. 09:00;214,51
06.07. 10:00;171,29
06.07. 11:00;143,17
06.07. 12:00;160,36
06.07. 13:00;201,11
06.07. 14:00;195,87
06.07. 15:00;180,14
06.07. 16:00;155,35
06.07. 17:00;119,52
06.07. 18:00;58,299
06.07. 19:00;26,37
06.07. 20:00;1,1782
06.07. 21:00;0
06.07. 22:00;0
06.07. 23:00;0
07.07. 00:00;0
07.07. 01:00;0
07.07. 02:00;0
07.07. 03:00;0
07.07. 04:00;5,0437
07.07. 05:00;47,269
07.07. 06:00;102,22
07.07. 07:00;156,09
07.07. 08:00;204,82
07.07. 09:00;241,48
07.07. 10:00;266,99
07.07. 11:00;281,22
07.07. 12:00;283,39
07.07. 13:00;267,74
07.07. 14:00;242,69
07.07. 15:00;214,61
07.07. 16:00;171,27
07.07. 17:00;119,56
07.07. 18:00;43,07
07.07. 19:00;3,903
07.07. 20:00;0
07.07. 21:00;0
07.07. 22:00;0
07.07. 23:00;0
08.07. 00:00;0
08.07. 01:00;0
08.07. 02:00;0
08.07. 03:00;0
08.07. 04:00;2,3659
08.07. 05:00;22,705
08.07. 06:00;43,19
08.07. 07:00;43,772
08.07. 08:00;86,737
08.07. 09:00;196,42
08.07. 10:00;186,5
08.07. 11:00;123,57
08.07. 12:00;82,283
08.07. 13:00;71,533
08.07. 14:00;59,683
08.07. 15:00;30,683
08.07. 16:00;68,093
08.07. 17:00;116,67
08.07. 18:00;63,622
08.07. 19:00;12,663
08.07. 20:00;0
08.07. 21:00;0
08.07. 22:00;0
08.07. 23:00;0
09.07. 00:00;0
09.07. 01:00;0
09.07. 02:00;0
09.07. 03:00;0
09.07. 04:00;1,4613
09.07. 05:00;6,973
09.07. 06:00;15,619
09.07. 07:00;24,405
09.07. 08:00;55,275
09.07. 09:00;96,645
09.07. 10:00;213,16
09.07. 11:00;211,94
09.07. 12:00;186,31
09.07. 13:00;168,15
09.07. 14:00;167,28
09.07. 15:00;111,64
09.07. 16:00;111,04
09.07. 17:00;82,163
09.07. 18:00;49,805
09.07. 19:00;23,413
09.07. 20:00;0,89978
09.07. 21:00;0
09.07. 22:00;0
09.07. 23:00;0
10.07. 00:00;0
10.07. 01:00;0
10.07. 02:00;0
10.07. 03:00;0
10.07. 04:00;0
10.07. 05:00;3,676
10.07. 06:00;27,621
10.07. 07:00;76,672
10.07. 08:00;113,59
10.07. 09:00;131,78
10.07. 10:00;84,451
10.07. 11:00;96,256
10.07. 12:00;156,64
10.07. 13:00;170,63
10.07. 14:00;109,97
10.07. 15:00;147,82
10.07. 16:00;71,846
10.07. 17:00;69,509
10.07. 18:00;49,664
10.07. 19:00;12,073
10.07. 20:00;0,9079
10.07. 21:00;0
10.07. 22:00;0
10.07. 23:00;0
11.07. 00:00;0
11.07. 01:00;0
11.07. 02:00;0
11.07. 03:00;0
11.07. 04:00;5,033
11.07. 05:00;44,15
11.07. 06:00;98,139
11.07. 07:00;150,06
11.07. 08:00;195,07
11.07. 09:00;195,9
11.07. 10:00;207,38
11.07. 11:00;214,47
11.07. 12:00;219,41
11.07. 13:00;148,43
11.07. 14:00;158,06
11.07. 15:00;146,62
11.07. 16:00;117,98
11.07. 17:00;101,79
11.07. 18:00;41,967
11.07. 19:00;11,667
11.07. 20:00;0
11.07. 21:00;0
11.07. 22:00;0
11.07. 23:00;0
